

Idaho (PST) SNOTEL Site Banner Summit - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Fri Sep 01 13:11:21 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
312,2021-07-18,,     0.0,    27.5,    10.0,    28.1,     5.7,    17.3,       0,
312,2021-07-19,,     0.0,    27.5,    14.0,    31.1,     8.7,    19.5,       0,
312,2021-07-20,,     0.0,    27.5,    11.0,    21.1,    10.8,    15.5,       0,
312,2021-07-21,,     0.0,    27.5,    10.3,    23.0,     9.9,    16.2,       0,
312,2021-07-22,,     0.0,    27.5,-99.9,    26.7,     8.4,    17.4,       0,
312,2021-07-23,,     0.0,    27.5,     7.7,    26.7,     6.6,    16.5,       0,
312,2021-07-24,,     0.0,    27.5,     7.5,    25.9,     5.9,    14.9,       0,
312,2021-07-25,,     0.0,    27.5,    10.3,    28.9,     7.0,    17.8,       0,
312,2021-07-26,,     0.0,    27.5,    11.7,    28.5,     7.1,    18.0,       0,
312,2021-07-27,,     0.0,    27.5,    13.8,    31.1,     9.3,    20.1,       0,
312,2021-07-28,,     0.0,    27.5,    11.3,    27.3,    10.6,    16.9,       0,
312,2021-07-29,,     0.0,    27.5,    12.1,    25.5,    10.4,    17.8,       0,
312,2021-07-30,,     0.0,    28.0,    11.0,    28.5,    10.6,    18.8,       0,
312,2021-07-31,,     0.0,    28.0,    13.9,    28.8,    10.2,    18.6,       0,
312,2021-08-01,,     0.0,    28.2,    13.1,    22.8,    10.8,    16.3,       0,
312,2021-08-02,,     0.0,    28.2,    12.7,    21.8,    11.4,    14.9,       0,
312,2021-08-03,,     0.0,    28.2,     9.9,    23.8,     9.9,    16.0,       0,
312,2021-08-04,,     0.0,    28.2,    11.4,    26.8,     7.8,    17.2,       0,
312,2021-08-05,,     0.0,    28.2,    13.7,    29.3,     8.2,    18.7,       0,
312,2021-08-06,,     0.0,    28.2,    13.3,    27.2,    11.8,    18.5,       0,
312,2021-08-07,,     0.0,    28.2,     6.3,    19.4,     6.3,    13.7,       0,
312,2021-08-08,,     0.0,    28.2,     8.3,    24.1,     4.5,    14.2,       0,
312,2021-08-09,,     0.0,    28.2,     2.1,    20.4,     2.1,    12.4,       0,
312,2021-08-10,,     0.0,    28.2,     4.7,    21.8,    -0.2,    11.2,       0,
312,2021-08-11,,     0.0,    28.2,     8.8,    25.0,     2.5,    14.1,       0,
312,2021-08-12,,     0.0,    28.2,    12.0,    28.1,     6.1,    17.7,       0,
312,2021-08-13,,     0.0,    28.2,    13.8,    30.3,     9.6,    19.6,       0,
312,2021-08-14,,     0.0,    28.2,    11.1,    29.7,    10.1,    19.3,       0,
312,2021-08-15,,     0.0,    28.2,     9.4,    28.8,     8.3,    17.6,       0,
312,2021-08-16,,     0.0,    28.2,    11.5,    29.3,     6.8,    17.8,       0,
312,2021-08-17,,     0.0,    28.2,    11.0,    29.5,     9.2,    17.9,       0,
312,2021-08-18,,     0.0,    28.2,     5.0,    20.1,     4.4,    12.5,       0,
312,2021-08-19,,     0.0,    28.2,     3.1,    16.7,     1.4,     8.3,       0,
312,2021-08-20,,     0.0,    28.2,     3.0,    17.9,     1.7,     9.2,       0,
312,2021-08-21,,     0.0,    28.2,    10.5,    21.4,     1.3,    11.5,       0,
312,2021-08-22,,     0.0,    28.8,     2.3,    13.0,     2.3,     8.5,       0,
312,2021-08-23,,     0.0,    28.8,     3.1,    18.4,     0.0,     8.7,       0,
312,2021-08-24,,     0.0,    28.8,     1.9,    20.2,     1.2,    10.1,       0,
312,2021-08-25,,     0.0,    28.8,     4.8,    22.0,    -0.5,    10.5,       0,
312,2021-08-26,,     0.0,    28.8,     4.6,    22.0,     2.3,    11.7,       0,
312,2021-08-27,,     0.0,    28.8,     3.8,    20.6,     3.2,    10.7,       0,
312,2021-08-28,,     0.0,    28.8,     3.1,    19.4,     2.6,    10.1,       0,
312,2021-08-29,,     0.0,    28.8,     4.1,    21.8,     0.8,    10.6,       0,
312,2021-08-30,,     0.0,    28.8,     6.0,    24.5,     1.1,    12.1,       0,
312,2021-08-31,,     0.0,    28.8,     6.0,    24.0,     4.3,    13.2,       0,
312,2021-09-01,,     0.0,    28.8,     1.0,    20.4,     0.8,    10.5,       0,
312,2021-09-02,,     0.0,    28.8,     0.9,    20.2,    -1.6,     8.8,       0,
312,2021-09-03,,     0.0,    28.8,     1.7,    18.9,    -1.4,     8.4,       0,
312,2021-09-04,,     0.0,    28.8,     1.7,    20.9,    -0.3,     8.9,       0,
312,2021-09-05,,     0.0,    28.8,     5.6,    23.0,    -0.6,    10.9,       0,
312,2021-09-06,,     0.0,    28.8,     5.5,    25.9,     2.7,    13.3,       0,
312,2021-09-07,,     0.0,    28.8,     6.9,    24.9,     3.3,    13.4,       0,
312,2021-09-08,,     0.0,    28.8,     8.4,    26.7,     4.9,    14.8,       0,
312,2021-09-09,,     0.0,    28.8,     8.5,    28.5,     6.8,    16.2,       0,
312,2021-09-10,,     0.0,    28.8,    10.5,    27.5,     6.8,    16.3,       0,
312,2021-09-11,,     0.0,    28.9,     5.3,    22.8,     4.7,    12.3,       0,
312,2021-09-12,,     0.0,    28.9,     2.9,    17.9,     2.9,     9.6,       0,
312,2021-09-13,,     0.0,    28.9,     3.6,    19.6,     0.1,     9.1,       0,
312,2021-09-14,,     0.0,    28.9,     1.9,    19.8,     0.5,     9.0,       0,
312,2021-09-15,,     0.0,    28.9,     2.9,    21.4,    -0.9,     9.2,       0,
312,2021-09-16,,     0.0,    28.9,     4.2,    20.8,     1.0,    10.6,       0,
312,2021-09-17,,     0.0,    28.9,    -0.7,    17.2,    -0.7,     7.5,       0,
312,2021-09-18,,     0.0,    28.9,     4.7,    21.3,    -2.6,     8.7,       0,
312,2021-09-19,,     0.0,    29.2,     4.9,    19.3,     3.5,    10.3,       0,
312,2021-09-20,,     0.0,    29.3,     0.4,     5.1,    -0.3,     2.7,       0,
312,2021-09-21,,     0.0,    29.3,    -1.8,    10.7,    -2.7,     2.7,       0,
312,2021-09-22,,     0.0,    29.3,     2.2,    18.9,    -2.5,     6.6,       0,
312,2021-09-23,,     0.0,    29.3,     3.7,    19.6,     0.5,     9.2,       0,
312,2021-09-24,,     0.0,    29.3,     2.9,    18.2,     1.0,     8.2,       0,
312,2021-09-25,,     0.0,    29.3,     4.2,    22.5,     1.8,    10.1,       0,
312,2021-09-26,,     0.0,    29.3,     5.0,    23.6,     1.7,    11.2,       0,
312,2021-09-27,,     0.0,    29.3,     4.0,    22.2,     2.9,    10.7,       0,
312,2021-09-28,,     0.0,    29.3,     2.8,    20.5,     1.4,     9.4,       0,
312,2021-09-29,,     0.0,    29.5,    -2.5,     6.8,    -2.5,     2.0,       0,
312,2021-09-30,,     0.0,    29.5,    -2.4,    11.7,    -4.5,     2.1,       0,
312,2021-09-30,23:59,-99.9,    29.5,-99.9,-99.9,-99.9,-99.9,-99.9,




